"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Bangladesh","BGD","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","750","800","850","900","950","1000","1100","1300","1500","2072","2270","2470","2660","2860","3050","3250","3454","3500","3500","3500","3350","3200","3075","2950","2800","2700","2580","2450","2300","2180","2050","1925","1800","1675","1550","1400","1300","1200","1080","1000","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121.21157149108","130.44109617226","140.642912079016","164.730200448999","172.070811424231","156.549104708778","207.780972155673","238.081662354463","306.317985452129","440.661279404299","436.633523887301","314.423597754838","","",
"Bangladesh","BGD","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","188.639161517024","160.266893534273","170.671374186418","197.748704335735","193.190101522843","184.411079836233","200.064077918749","188.852873268343","212.963932742909","271.306850742381","278.830638852673","208.662933055483","","",
"Bangladesh","BGD","Agricultural land (sq. km)","AG.LND.AGRI.K2","","94800","94770","94800","95200","96370","96500","96950","96690","96750","96970","96950","99910","99890","99890","100040","99980","99910","99870","99830","99870","99810","99780","99640","100600","100270","100410","101150","104270","104430","103860","103200","95490","94460","93580","93740","93270","93650","94340","94860","94000","94030","93530","93280","93230","93110","92800","92660","92530","92460","92410","91280","91200","91080","","",
"Bangladesh","BGD","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","72.827840516248","72.8047937312745","72.827840516248","73.1351309825613","74.0339555965276","74.1338249980794","74.4795267726819","74.2797879695783","74.3258815395252","74.4948912959975","74.4795267726819","76.7534762234002","76.7381117000845","76.7381117000845","76.853345624952","76.807252055005","76.7534762234002","76.7227471767688","76.6920181301375","76.7227471767688","76.6766536068218","76.6536068218484","76.5460551586387","77.2835522777906","77.0300376430821","77.1375893062918","77.7060766689713","80.102942306215","80.2258584927403","79.7879695782438","79.2809403088269","73.3579165706384","72.5666436198817","71.8906045939925","72.0135207805178","71.6524544825997","71.9443804255973","72.4744564799877","72.873934086195","72.2132595836214","72.2363063685949","71.8521932857033","71.6601367442575","71.6217254359684","71.5295382960744","71.2913881846816","71.1838365214719","71.0839671199201","71.0301912883153","70.9917799800261","70.1236844126911","70.0622263194284","69.9700391795345","","",
"Bangladesh","BGD","Arable land (hectares)","AG.LND.ARBL.HA","","8605000","8597000","8605000","8640000","8777000","8798000","8843000","8829000","8810000","8837000","8837000","9133000","9131000","9131000","9144000","9138000","9131000","9125000","9118000","9121000","9109000","9104000","9089000","9185000","9152000","9161000","9235000","9537000","9553000","9456000","9385000","8609000","8506000","8408000","8404000","8357000","8390000","8454000","8436000","8350000","8303000","8253000","8228000","8143000","7911000","7880000","7816000","7803000","7796000","7791000","7678000","7670000","7678000","","",
"Bangladesh","BGD","Arable land (hectares per person)","AG.LND.ARBL.HA.PC","","0.173510256664115","0.16846753371761","0.163803063602702","0.159617538642131","0.157195251295692","0.152543030858026","0.14830954124939","0.14336162136814","0.138909539616575","0.135852059520758","0.133052383071015","0.135146561288751","0.132991599346982","0.130745514330602","0.128341970380206","0.125297877260898","0.121993148129449","0.118585995405907","0.115210711204767","0.112100932479179","0.108959874942915","0.106022916881434","0.103071843728705","0.101424985153414","0.098392539832906","0.09587570372777","0.0940913850172404","0.0946322930134904","0.0923882712407845","0.08922174184391","0.0864899803085769","0.0775673222683655","0.0749808136033567","0.0725367171838431","0.0709630869679145","0.0690734660326334","0.0678944821345138","0.0670050562028092","0.0655242268644157","0.0636041514056377","0.0620664097278269","0.0605820563656686","0.0593650048375841","0.057815827245655","0.0553487802583389","0.0544051467600237","0.0533178029542497","0.0526331860919447","0.0520059806077196","0.0513861338709238","0.0500503201929796","0.0494018361908925","0.04885548051274","","",
"Bangladesh","BGD","Arable land (% of land area)","AG.LND.ARBL.ZS","","66.1058615656449","66.0444034723823","66.1058615656449","66.374740723669","67.427210570792","67.5885380656065","67.934239840209","67.8266881769993","67.6807252055005","67.888146270262","67.888146270262","70.1620957209803","70.1467311976646","70.1467311976646","70.2466005992164","70.2005070292694","70.1467311976646","70.1006376277176","70.0468617961128","70.0699085810863","69.9777214411923","69.9393101329031","69.8240762080356","70.5615733271875","70.3080586924791","70.3771990473996","70.9456864100791","73.2657294307444","73.3886456172697","72.64346623646","72.0980256587539","66.1365906122763","65.3453176615196","64.592456019052","64.5617269724207","64.2006606745026","64.454175309211","64.9458400553123","64.8075593454713","64.1468848428977","63.7858185449796","63.401705462088","63.2096489206422","62.5566566797265","60.7743719751095","60.5362218637167","60.0445571176154","59.9446877160636","59.8909118844588","59.8525005761696","58.9844050088346","58.9229469155719","58.9844050088346","","",
"Bangladesh","BGD","Land under cereal production (hectares)","AG.LND.CREL.HA","","8639332","8855818","9170275","9364054","9492394","9208509","10036709","9931197","10545400","10146201","9531242","9857487","10094822","10012328","10549360","10123512","10278378","10371255","10507816","10817980","11143697","11181582","10423553","10895119","11233180","11304320","11036881","10935858","11153325","11140604","10954903","10860774","10642068","10632902","10683381","10994172","11062180","11020640","11680974","11672247","11485595","11588093","11500907","10978274","11176338","11178034","11152085","11930855","11909888","12093951","12102947","12016818","12451033","12499360","",
"Bangladesh","BGD","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","2.11262195590382","2.15103326419298","2.11262195590382","2.15103326419298","1.99738803103634","1.93592993777368","1.93592993777368","1.8437427978797","2.0357993393255","1.99738803103634","1.98202350772067","1.98202350772067","1.98202350772067","1.98202350772067","1.99738803103634","1.99738803103634","1.99738803103634","2.012752554352","2.0357993393255","2.04348160098333","2.08957517093032","2.10493969424599","2.11262195590382","2.11262195590382","2.11262195590382","2.15103326419298","2.15103326419298","2.2278558807713","2.2278558807713","2.53514634708458","2.57355765537374","2.6119689636629","2.6119689636629","2.68879158024122","2.84243681339786","2.84243681339786","2.88084812168702","2.91925942997619","3.45701774602443","3.45701774602443","3.84113082891603","3.84113082891603","3.84113082891603","4.4557117615426","6.14580932626565","6.14580932626565","6.52992240915726","6.52992240915726","6.52992240915726","6.52992240915726","6.52992240915726","6.52992240915726","6.37627717600061","","",
